1, 1, 高尾 美奈, たかお みな, 高尾 美奈, N, 依存, 癒やし, 自, 防UP, 小, 肉便器予備軍穴ホール, 探索, 4, 最初から, 2014-11-05, 20-1
981, 3439, 豆井戸 姫, まめいど ひめ, 豆井戸 姫, HR, 執着, 抑圧ちゃん, 全, 攻UP, 大, ずっとずっと大好きです, ガチャ限定, 4, 人魚姫の願い事, 2019-06-27, 20-991
982, 3443, 【浴衣】三島 夏織, ゆかた みしま かおり, 三島 夏織, HR, 依存, 癒やし, 全, 防UP, 大, 来年も一緒に花火見ようね♪, ガチャ限定, 4, 納涼浴衣　3連ガチャ, 2019-07-10, 20-992
983, 3447, 【浴衣】天障陰 椿, ゆかた てんしょういん つばき, 天障陰 椿, HR, 束縛, 清楚, 自, 防UP, 大, この瞬間が、永遠なら…, ガチャ限定, 4, 納涼浴衣　3連ガチャ, 2019-07-10, 20-993
984, 3451, 競坂 泳華, きそいざか えいか, 競坂 泳華, R, 束縛, 腹黒, 敵, 攻DOWN, 中, 機能性も美しさも女性らしさも, イベント, 4, Swim!Swimmer!Swimwear!, 2019-07-18, 20-994
985, 3455, 上下 離令, うえした はなれ, 上下 離令, R, 依存, 陰湿, 全, 攻UP, 中, ビキニが一番女を輝かせるのよ！, イベント, 4, Swim!Swimmer!Swimwear!, 2019-07-18, 20-995
986, 3459, 仁科家のある夏の日, にしなけのあるなつのひ, N/A, R, 執着, 甘えん坊, 自, 攻UP, 中, 海♪水着♪海…♪水着…♪, イベント報酬, 1, Swim!Swimmer!Swimwear!, 2019-07-29, 20-996
987, 3460, 高内 風流, たかうち ふうる, 高内 風流, HR, 狂気, ぷんぷん, 自, 攻UP, 大, スク水は世界を救うの！, イベント, 4, Swim!Swimmer!Swimwear!, 2019-07-18, 20-997
988, 3464, 【ビキニ】亞沙樹さん, びきに あさきさん, 桐皇 亞沙樹, HR, 狂気, 逆襲, 敵全, 防DOWN, 中, 私の支配力はビーチでも絶対なのよ, イベント報酬, 4, Swim!Swimmer!Swimwear!, 2019-07-29, 20-998
989, 3468, 【スク水】柚子峰 色羽, すくみず ゆずみね いろは, 柚子峰 色羽, HR, 依存, 献身, 全, 狡猾, 大, 君の為なら…透けるよ, ガチャ限定, 4, Swim!Swimmer!Swimwear!, 2019-07-18, 20-999
990, 3472, 白雪姫, しらゆきひめ, 白雪姫, R, 依存, すきんしっぱー, 敵, 攻DOWN, 中, ７人が白雪の全てなのです…, イベント, 4, ‐病んで名作劇場‐ ヤンデル デレーテル, 2019-08-01, 22-1
991, 3476, ママハハ, ままはは, ママハハ, R, 束縛, 陰湿, 全, 防UP, 小, 私だけが愛されれればそれでいいの, イベント, 4, ‐病んで名作劇場‐ ヤンデル デレーテル, 2019-08-01, 22-2
992, 3480, 赤ずきんの真実, あかずきんのしんじつ, N/A, R, 狂気, 凶暴, 自, 攻UP, 中, ずきんの赤は『あの』赤で出来て…, イベント報酬, 1, ‐病んで名作劇場‐ ヤンデル デレーテル, 2019-08-12, 22-3
993, 3481, 白雪VS灰かぶり, しらゆきぶいえすはいかぶり, N/A, R, 狂気, ぷんぷん, 自, 攻UP, 中, プリンセスＶＳプリンセス, イベント報酬, 1, ‐病んで名作劇場‐ ヤンデル デレーテル, 2019-08-12, 22-4
994, 3482, ヤンデル, やんでる, ヤンデル, HR, 束縛, 淫乱, 自, 防UP, 大, 愛が世界の全てを制するの…, イベント, 4, ‐病んで名作劇場‐ ヤンデル デレーテル, 2019-08-01, 22-5
995, 3486, シンデレラ, しんでれら, シンデレラ, HR, 狂気, 抑圧ちゃん, 敵全, 防DOWN, 中, 街娘にも夢を見させて…, イベント報酬, 4, ‐病んで名作劇場‐ ヤンデル デレーテル, 2019-08-12, 22-7
996, 3490, デレーテル, でれーてる, デレーテル, HR, 依存, 変態, 敵全, 攻DOWN, 大, どんなプレイだって大好きだよ♪, ガチャ限定, 4, ‐病んで名作劇場‐ ヤンデル デレーテル, 2019-08-01, 22-6
998, 3494, 【USA】KASUMI NISHINA , ゆーえすえー かすみ にしな, 仁科 香澄, HR, 狂気, 乱暴, 自, 狂乱, 大, Deadication, ガチャ限定, 4, YES!KASUMI SP GACHA, 2018-04-02, 22-9
999, 3498, 【科学者】絵路 創 , かがくしゃ かいろ はじめ, 絵路 創, HR, 無属, 逆襲, 自, 狂乱, 大, 最高の『共犯者』, ガチャ限定, 4, 精神病質～最終章：後編～, 2017-08-17, 22-10
60000, 3533, 星乃こころ, ほしのこころ, 星乃こころ, HR, 狂気, 乱暴, 全, 狂乱, 大, 人生で最大最高の恋したい, ガチャ限定, 4, ロリっ子 3連ガチャ, 2019-08-14, 22-11
60001, 3537, 【ロリ】辻 天嶺, ろり つじ あまね, 辻 天嶺, HR, 執着, 活発, 敵全, 防DOWN, 大, 体だけは売らない。絶対に。, ガチャ限定, 4, ロリっ子 3連ガチャ, 2019-08-14, 22-12
60002, 3541, 【盛夏】天障陰椿, せいか てんしょういんつばき, 天障陰 椿, R, 束縛, 清楚, 敵, 攻DOWN, 中, 兄さんの妹なんかじゃなければ…, イベント, 4, 天障陰椿の使嗾, 2019-08-22, 22-13
60003, 3545, 三島夏織, みしまかおり, 三島 夏織, R, 依存, 癒やし, 全, 防UP, 中, うーん、私に用なんてあるのかな？, イベント, 4, 天障陰椿の使嗾, 2019-08-22, 22-14
60004, 3549, とある三人のやりとり, とあるさんにんのやりとり, N/A, R, 束縛, 癒やし, 自, 防UP, 中, 「熊の手」「プリン」「闇鍋？！」, イベント報酬, 1, 天障陰椿の使嗾, 2019-09-02, 22-15
60005, 3550, 徳田 音絵留, とくだ ねえる, 徳田 音絵留, HR, 執着, 陰湿, 全, 攻UP, 中, 私の『勘』…間違いない…何かある, イベント, 4, 天障陰椿の使嗾, 2019-08-22, 22-16
60006, 3554, 紙代 愛洲, かみしろ あいす, 紙代 愛洲, HR, 狂気, 腹黒, 自, 攻UP, 大, 永遠の美しさを手に入れましょう…, イベント報酬, 4, 天障陰椿の使嗾, 2019-09-02, 22-17
60007, 3558, 追梶 日香, おいかじ にっか, 追梶 日香, HR, 依存, 狡猾, 全, 防UP, 大, 好き好き好き好き好き好き好き好き, ガチャ限定, 4, 天障陰椿の使嗾, 2019-08-22, 22-18
60008, 3562, 【婦警】灰汁締 舞李, ふけい あくじめ まいり, 灰汁締 舞李, R, 狂気, 陰湿, 自, 攻UP, 中, 追い追われる、それがわたし達だ！, イベント, 4, ★超時空★Police ヤンデレ犯罪対策部, 2019-09-05, 22-19
60009, 3566, 【爆警】代名 真糸, ふけい しろな まいと, 代名 真糸, R, 狂気, 乱暴, 全, 攻UP, 小, 究極の、爆破みぃつけた…！, イベント, 4, ★超時空★Police ヤンデレ犯罪対策部, 2019-09-05, 22-20
60010, 3570, 現行犯！？ヤンデレ婦警, げんこうはん やんでれふけい, N/A, R, 狂気, 凶暴, 全, 防UP, 中, 逮捕だ！爆破だ！公務執行妨害だ！, イベント報酬, 1, ★超時空★Police ヤンデレ犯罪対策部, 2019-09-16, 22-21
60011, 3571, 三日月 アム, みかづき あむ, 三日月 アム, HR, 依存, 献身, 敵, 攻DOWN, 大, 私はシステムに従う、ただそれだけ, イベント, 4, ★超時空★Police ヤンデレ犯罪対策部, 2019-09-05, 22-22
60012, 3575, 猪口 ミリア, いのくち みりあ, 猪口 ミリア, HR, 執着, ツンデレ, 自, 攻UP, 大, 『ヤンデレ化計画』なんて…！！, イベント報酬, 4, ★超時空★Police ヤンデレ犯罪対策部, 2019-09-16, 22-23
60013, 3579, 室崎 クララ, むろざき くらら, 室崎 クララ, HR, 執着, 抑圧ちゃん, 自, 狂乱, 大, 許すまじ、連続ヤンデレ化計画犯め, ガチャ限定, 4, ★超時空★Police ヤンデレ犯罪対策部, 2019-09-05, 22-24
60014, 3583, 【バニー】倉井 惹妬理, ばにー くらい ひとり, 倉井 惹妬理, HR, 束縛, すきんしっぱー, 全, 狡猾, 大, エロ可愛いバニーガール帰国子女だよ★, ガチャ限定, 4, 月が綺麗ですねバニー3連ガチャ, 2019-09-13, 22-25
60015, 3587, バニーミクダス, ばにーみくだす, キング・ミクダス, HR, 束縛, 甘えん坊, 全, 防UP, 大, 余はバニーミクダスであーる！, ガチャ限定, 4, 月が綺麗ですねバニー3連ガチャ, 2019-09-13, 22-26
60016, 3591, バニ村 バニ美, ばにむらばにみ, バニ村 バニ美, HR, 狂気, 淫乱, 全, 攻UP, 大, あなただけのうさぎちゃん、バニ美よ♪, ガチャ限定, 4, 月が綺麗ですねバニー3連ガチャ, 2019-09-13, 22-27
60017, 3595, 【ゴスロリ】吊原 ひなこ, ごすろり つるしはら ひなこ, 吊原 ひなこ, R, 狂気, 凶暴, 自, 攻UP, 中, これが淑女の証なの。この衣裳が。, イベント, 4, 白水晶 輝く君に、魅入られて, 2019-09-26, 22-28
60018, 3599, 【ゴスロリ】馬園 絵美, ごすろり うまぞの えみ, 馬園 絵美, R, 依存, 変態, 敵, 攻DOWN, 中, 窮屈最高！目茶目茶大歓迎！！, イベント, 4, 白水晶 輝く君に、魅入られて, 2019-09-26, 22-29
60019, 3603, 【ゴスロリ】孤月 ひかげ, ごすろり こづき ひかげ, 孤月 ひかげ, R, 束縛, 清楚, 自, 防UP, 中, 『白き魔女の溜息』の『月影』です, ガチャ限定, 4, 白水晶 輝く君に、魅入られて, 2019-09-26, 22-30
60020, 3607, 無明の嘲笑メンバーの会話, ほーぷれす・らふぃんめんばーのかいわ, N/A, R, 狂気, 凶暴, 自, 攻UP, 中, 『無明の嘲笑』こそが唯一の解よ！, イベント報酬, 1, 白水晶 輝く君に、魅入られて, 2019-10-07, 22-31
60021, 3608, 雪鏡, ゆきかがみ, 雪鏡, HR, 依存, 献身, 敵全, 攻DOWN, 中, 私の人生は白水晶様と共に, イベント, 4, 白水晶 輝く君に、魅入られて, 2019-09-26, 22-32
60022, 3612, 白水晶, しろすいしょう, 白水晶, HR, 狂気, 逆襲, 敵全, 防DOWN, 中, 化け物に、魔女…どうぞご勝手に…, イベント報酬, 4, 白水晶 輝く君に、魅入られて, 2019-10-07, 22-33
60023, 3616, 【ゴスロリ】緋色 果音, ごすろり ひいろ かのん, 緋色 果音, HR, 束縛, 献身, 全, 防UP, 大, わたしの全てはあなたの為に, ガチャ限定, 4, 白水晶 輝く君に、魅入られて, 2019-09-26, 22-34
60024, 3620, 【逡巡】裁縫 結, しゅんじゅん さいほう むすび, 裁縫 結, R, 執着, 抑圧ちゃん, 敵全, 防DOWN, 中, 本当の私を、教えてあげます, イベント, 4, エロやん モテ期！？, 2019-10-10, 22-35
60025, 3624, エロやん緊急子, えろやんきんきゅうこ, エロやん緊急子, R, 執着, ドジ, 全, 攻UP, 中, ハロハロ☆しもしも～♪, イベント, 4, エロやん モテ期！？, 2019-10-10, 22-36
60026, 3628, エロやんを好きなJDとJK, えろやんをすきなじぇいでぃーとじぇいけー, N/A, R, 執着, ぷんぷん, 自, 攻UP, 中, 絵路創が偉大すぎる件について, イベント報酬, 1, エロやん モテ期！？, 2019-10-21, 22-37
60027, 3629, 【嘲弄】才識 香律, ちょうろう さいしき かのり, 才識 香律, HR, 束縛, 陰湿, 全, 防UP, 中, 私より頭がいい男には…, イベント, 4, エロやん モテ期！？, 2019-10-10, 22-38
60028, 3633, 【復讐】雛型 つくも, ふくしゅう ひながた つくも, 雛型 つくも, HR, 狂気, 逆襲, 自, 狂乱, 大, わらわを恐れよ！小童め！, イベント報酬, 4, エロやん モテ期！？, 2019-10-21, 22-39
60029, 3637, 法条 立華, ほうじょう りっか, 法条 立華, HR, 狂気, 活発, 全, 攻UP, 大, 運命って絶対あると思うんです！, ガチャ限定, 4, エロやん モテ期！？, 2019-10-10, 22-40
60030, 3641, 【ハロウィン】好魅ちゃん, はろうぃん よしみちゃん, 双生 好魅, HR, 執着, 逆襲, 全, 狂乱, 大, ハロウィンこそ楽しみましょう♪, ガチャ限定, 4, LoversNightmareGacha：好魅ちゃん 限定ガチャ, 2019-10-22, 22-41
60031, 3645, 【ハロウィン】好愛ちゃん, はろうぃん よしめちゃん, 双生 好愛, HR, 束縛, 甘えん坊, 全, 狡猾, 大, お祭りもお姉様と一緒に…, ガチャ限定, 4, LoversNightmareGacha：好愛ちゃん 限定ガチャ, 2019-10-23, 22-42
60032, 3649, 【ヒロ絶】月影ルナ, ひろぜつ つきかげ るな, 月影ルナ, R, 依存, 狡猾, 敵, 攻DOWN, 中, 女の子は絶対無敵♪, イベント, 4, ヒロ絶コラボ2～交差する魂、再び～, 2019-10-24, 22-43
60033, 3653, 【悪の波動】開逆 百乃, あくのはどう あくぎゃく ももの, 開逆 百乃, HR, 執着, ドジ, 全, 攻UP, 中, 真の悪とは、私のことなのだ！, イベント, 4, ヒロ絶コラボ2～交差する魂、再び～, 2019-10-24, 22-44
60034, 3657, 悪に染まる二人, あくのそまるふたり, N/A, R, 狂気, 凶暴, 敵, 防DOWN, 中, 全ては我らの愛のために, イベント報酬, 1, ヒロ絶コラボ2～交差する魂、再び～, 2019-11-04, 22-45
60035, 3658, 【ヒロ絶】イリーナ・サイカワ, ひろぜつ いりーな・さいかわ, イリーナ・サイカワ, HR, 狂気, 逆襲, 自, 攻UP, 大, 私の全てを、この銃弾に…！！, イベント, 4, ヒロ絶コラボ2～交差する魂、再び～, 2019-10-24, 22-46
60036, 3662, 【悪の波動】葉加瀬 香樹, あくのはどう はかせきょうじゅ, 葉加瀬 香樹, HR, 狂気, 元気, 全, 攻UP, 中, 気合だ！気合！気合なのだ！, イベント報酬, 4, ヒロ絶コラボ2～交差する魂、再び～, 2019-11-04, 22-47
60037, 3666, 【ヒロ絶】三条ミコト, ひろぜつ さんじょう みこと, 三条ミコト, HR, 束縛, 献身, 敵全, 攻DOWN, 大, 優等生の名にかけて！成敗！, ガチャ限定, 4, ヒロ絶コラボ2～交差する魂、再び～, 2019-10-24, 22-48
60038, 3670, 【ドＳ】ねね子ちゃん, どえす　ねねこちゃん, 宇津家 ねね子, R, 執着, バカ, 全, 攻UP, 小, 無能な奴隷のくせに…このバカ！, イベント, 4, ご褒美だよ！このゴミムシ野郎！～5th anniversary～, 2019-11-07, 22-49
60039, 3674, 【物乞い】罠保 香美, ものごい　わなやす　こうみ, 罠保 香美, R, 狂気, 献身, 敵, 防DOWN, 中, ふふふ…えへへ…あなたの、せいだよ…？, イベント, 4, ご褒美だよ！このゴミムシ野郎！～5th anniversary～, 2019-11-07, 22-50
60040, 3678, 嫌い対決頂上決戦！？, きらいたいけつちょうじょうけっせん, N/A, R, 執着, ツンデレ, 自, 攻UP, 中, ド変態クソ豚ゴミムシうんこ製造機, イベント報酬, 1, ご褒美だよ！このゴミムシ野郎！～5th anniversary～, 2019-11-18, 22-51
60041, 3679, 【ドＳ】千笑様, どえす　ちえみさま, 一捻 千笑, HR, 執着, 陰湿, 敵, 防DOWN, 大, 見るだけで虫唾が走るんだってば！, イベント, 4, ご褒美だよ！このゴミムシ野郎！～5th anniversary～, 2019-11-07, 22-52
60042, 3683, 【ドＳ】円様, どえす まどかさま, 多根灯 円, HR, 執着, ツンデレ, 敵全, 防DOWN, 中, この、クソ奴隷が！！！, イベント報酬, 4, ご褒美だよ！このゴミムシ野郎！～5th anniversary～, 2019-11-18, 22-53
60043, 3687, 【ドＳ】色羽様, どえす　いろはさま, 柚子峰 色羽, HR, 依存, 献身, 全, 狡猾, 大, 生徒会長の私にたてつく気？, ガチャ限定, 4, ご褒美だよ！このゴミムシ野郎！～5th anniversary～, 2019-11-07, 22-54
60044, 3691, 【ドＳ】香澄様, どえす かすみさま, 仁科 香澄, HR, 狂気, 抑圧ちゃん, 全, 攻UP, 大, あなたのことなんか、大っ嫌い！, ガチャ限定, 4, 愛されて5周年 ドS限定3連ガチャ, 2019-11-05, 22-55
60045, 3695, 【ドＳ】紬さん, どえす つむぎさん, 逢形 紬, HR, 束縛, 献身, 全, 防UP, 大, ご主人様、お返事は？, ガチャ限定, 4, 愛されて5周年 ドS限定3連ガチャ, 2019-11-05, 22-56
60046, 3699, メンテちゃん, めんてちゃん, メンテちゃん, HR, 依存, ドジ, 敵全, 攻DOWN, 中, すみません……ごめんなさい……すみません！, ログイン報酬, 4, 5周年記念特別配布カード, 2019-11-05, 22-57
60047, 3703, 【大学生】小坂 千代, だいがくせい こさか ちよ, 小坂 千代, R, 執着, 清楚, 敵, 防DOWN, 中, 剣を極めて極めて極めまくる！, イベント, 4, 天障陰 椿の虚像, 2019-11-28, 22-58
60048, 3707, 早上 柴乃, さがみ しの, 早上 柴乃, R, 依存, 献身, 敵, 攻DOWN, 中, 愛の為に生きて…そして…, イベント, 4, 天障陰 椿の虚像, 2019-11-28, 22-59
60049, 3711, 妹と妹（？）～別世界妹対談～, いもうとといもうと べつせかいいもうとたいだん, N/A, R, 執着, 清楚, 自, 攻UP, 中, 兄さん。お兄ぃちゃぁぁん～～～♪, イベント報酬, 1, 天障陰 椿の虚像, 2019-12-09, 22-60
60050, 3712, 【強行取材】徳田 音絵留, きょうこうしゅざい とくだ ねえる, 徳田 音絵留, HR, 依存, 狡猾, 自, 防UP, 大, 私は必ず真実を見つけ出す。必ず…, イベント, 4, 天障陰 椿の虚像, 2019-11-28, 22-61
